teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursAverageByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
5,0,0,0,15,22.714286,1.514286,0.541603,21.285715,1.419048,0.85375,32.285715,2.152381,3.702252,147.714287,9.847619,27.808552,11.714286,0.780952,0.498888,5,0,7.571429,3.738019,1.514286,0.747604,7.095238,3.762206,1.419048,0.752441,10.761905,4.414468,2.152381,0.882894,49.238096,43.126981,9.847619,8.625396,3.904762,1.885618,0.780952,0.377124,3,0,4.542857,0.779325,1.514286,0.259775,4.257143,1.426856,1.419048,0.475619,6.457143,4.091205,2.152381,1.363735,29.542857,45.349023,9.847619,15.116341,2.342857,0.499796,0.780952,0.166599,116,116,1,4726,40.7414,26.867851,38.6667,32.148959,38.6667,32.148959,1,0,1575.3333,955.814603,29,25.228952,29,0,0,0,A
5,0.4,0,0,15,24.571429,1.638095,1.123487,17.071429,1.138095,1.424391,18.714286,1.247619,2.902872,37.571429,2.504762,3.739281,7.714286,0.514286,0.869227,5,0,8.190476,4.44212,1.638095,0.888424,5.690476,3.064129,1.138095,0.612826,6.238095,2.736335,1.247619,0.547267,12.52381,8.693052,2.504762,1.73861,2.571429,1.833179,0.514286,0.366636,3,0,4.914286,1.6,1.638095,0.533333,3.414286,2.712932,1.138095,0.904311,3.742857,2.567298,1.247619,0.855766,7.514286,7.029733,2.504762,2.343244,1.542857,1.750568,0.514286,0.583523,61,59,0.9672,2927,47.9836,59.020833,20.3333,11.671428,19.6667,10.780641,0.98146667,0.02621,975.6667,206.417592,15.25,4.145781,14.75,0,0,0,A
5,0,0,0,15,20.071429,1.338095,0.881287,18.071429,1.204762,0.718795,21,1.4,2.768072,42.392858,2.826191,3.697071,13.892857,0.92619,2.695366,5,0,6.690476,3.195226,1.338095,0.639045,6.02381,2.901784,1.204762,0.580357,7,5.436398,1.4,1.08728,14.130953,3.34907,2.826191,0.669814,4.630952,0.936928,0.92619,0.187386,3,0,4.014286,1.181835,1.338095,0.393945,3.614286,0.66945,1.204762,0.22315,4.2,3.359543,1.4,1.119848,8.478572,3.603541,2.826191,1.20118,2.778571,3.748905,0.92619,1.249635,87,87,1,5727,65.8276,91.144726,29,5.354126,29,5.354126,1,0,1909,905.566489,17.4,14.402778,17.4,0,0,0,A
5,0.2,0,0,13,91.857143,7.065934,6.342307,82.714286,6.362637,6.099762,15.214286,1.17033,1.915369,102.428572,7.879121,7.236495,21.214286,1.631868,2.573189,4.3333,0.471405,30.619048,32.958505,6.371429,6.436165,27.571429,31.481989,5.692857,6.177992,5.071429,5.291824,1.059524,1.03112,34.142857,31.128655,7.252381,6.029591,7.071429,7.419179,1.47619,1.445534,2.6,0.8,18.371429,5.004977,8.12381,3.779957,16.542857,3.503235,7.514286,3.91235,3.042857,3.040408,1.280952,1.061211,20.485714,9.920336,7.895238,2.570441,4.242857,4.155547,1.680952,1.343296,197,157,0.797,5840,29.6447,16.102957,65.6667,53.33125,52.3333,40.876508,0.8581,0.100407,1946.6667,1331.813384,39.4,39.388323,31.4,0,0,0,A
5,0.2,1,0,14,27.857143,1.989796,2.893518,54,3.857143,8.655834,49.785716,3.556123,30.582546,101.428572,7.244898,12.674094,15.142857,1.081633,2.041658,4.6667,0.471405,9.285714,2.672612,2.02381,0.62361,18,16.996198,4.3,4.388033,16.595239,12.8047,3.477381,2.481771,33.809524,23.183484,7.811905,5.996996,5.047619,1.575032,1.12619,0.466436,2.8,0.4,5.571429,3.380617,1.966667,1.072814,10.8,14.961611,3.719048,4.935098,9.957143,16.467507,3.395238,5.455689,20.285714,25.331597,7.052381,8.3304,3.028571,2.456811,1.052381,0.792596,8,6,0.75,521,65.125,123.194397,4,2,3,1,0.83335,0.16665,260.5,151.5,8,0,6,0,0,0,A
6,0.1667,0,0,24,107.142859,4.464286,3.988699,51.285715,2.136905,2.194928,15.285715,0.636905,0.91192,172.57143,7.190476,5.361903,36.857143,1.535714,1.748015,6,0,26.785715,4.493192,4.464286,0.748865,12.821429,2.538228,2.136905,0.423038,3.821429,2.073583,0.636905,0.345597,43.142858,13.202891,7.190476,2.200482,9.214286,4.121249,1.535714,0.686875,4,0,17.857143,8.214389,4.464286,2.053597,8.547619,4.584369,2.136905,1.146092,2.547619,1.89237,0.636905,0.473093,28.761905,13.072708,7.190476,3.268177,6.142857,4.217715,1.535714,1.054429,151,149,0.9868,15753,104.3245,70.930294,50.3333,27.535835,49.6667,26.599916,0.9925,0.010607,5251,2930.215464,25.1667,27.033416,24.8333,0,0,0,F
6,0.1667,0,0,21,87.57143,4.170068,4.531572,56.571429,2.693878,2.904372,24.928572,1.187075,2.011306,102.357144,4.87415,4.237828,70.285715,3.346939,4.90869,5.25,0.433013,21.892857,11.212864,4.063095,1.820211,14.142857,8.321352,2.65,1.531356,6.232143,4.11734,1.175,0.791561,25.589286,11.200672,4.778571,1.819579,17.571429,9.019254,3.317857,1.702411,3.5,1.118034,14.595238,9.632505,4.541667,2.541276,9.428572,6.132328,2.625,1.316553,4.154762,3.90282,1.127976,0.915569,17.059524,8.993991,5.157738,2.148168,11.714286,11.716028,3.017857,2.850942,113,111,0.9823,7707,68.2035,62.518975,37.6667,9.877022,37,10.198039,0.97816667,0.017081,2569,1205.422194,18.8333,12.334459,18.5,0,0,0,A
6,0.1667,0,0,24,46.285715,1.928571,1.433721,42.285715,1.761905,1.598611,46.142858,1.922619,2.254625,107.071429,4.46131,5.508162,30.071429,1.252976,1.713787,6,0,11.571429,3.888759,1.928571,0.648127,10.571429,4.155154,1.761905,0.692526,11.535714,3.905288,1.922619,0.650881,26.767857,8.804477,4.46131,1.467413,7.517857,3.904921,1.252976,0.65082,4,0.57735,7.714286,2.947384,1.943254,0.725234,7.047619,3.423276,1.779365,0.844737,7.690476,5.40623,1.816667,1.156479,17.845238,16.175926,4.470437,4.026324,5.011905,4.239917,1.235516,1.043505,146,145,0.9932,14952,102.411,66.058782,48.6667,32.427697,48.3333,32.29379,0.99463333,0.00759,4984,3138.404159,36.5,44.257768,36.25,0,0,0,A
6,0,0,0,25,87.785715,3.511429,3.760638,53.785715,2.151429,1.831284,50.428572,2.017143,2.133167,93.714287,3.748571,6.023421,40.857143,1.634286,2.116601,6.25,0.829156,21.946429,7.214175,3.541667,1.082924,13.446429,3.204897,2.227041,0.697857,12.607143,3.464654,2.030612,0.567497,23.428572,11.51441,3.743197,1.573925,10.214286,3.430803,1.669218,0.562878,4.1667,0.372678,14.630953,7.086254,3.556548,1.820857,8.964286,3.886517,2.166071,0.985317,8.404762,5.015226,2.02381,1.252152,15.619048,9.220528,3.804762,2.354695,6.809524,4.249583,1.653571,1.078814,88,81,0.9205,8148,92.5909,94.878946,29.3333,16.858891,27,16.391054,0.90336667,0.031403,2716,2369.641886,17.6,9.89141,16.2,0,0,0,A
5,0,0,0,16,59.857144,3.741072,5.153503,33.428572,2.089286,2.75851,15.714286,0.982143,1.346291,98.285716,6.142857,5.775758,23.428572,1.464286,1.57619,4,1.224745,14.964286,18.684102,2.904762,2.921303,8.357143,10.584211,1.580357,1.689583,3.928571,2.707699,0.907738,0.345071,24.571429,19.382562,5.556548,2.851698,5.857143,4.585915,1.327381,0.670984,4,0,14.964286,6.828344,3.741072,1.707086,8.357143,1.386892,2.089286,0.346723,3.928571,0.981981,0.982143,0.245495,24.571429,11.24949,6.142857,2.812372,5.857143,2.484647,1.464286,0.621162,85,80,0.9412,2946,34.6588,23.834011,28.3333,20.757863,26.6667,18.553227,0.97023333,0.042096,982,670.33872,17,6.723095,16,0,0,0,A
6,0.3333,1,0,27,51.357143,1.902116,1.278985,36.285715,1.343915,1.401303,67.500001,2.5,5.242344,223.428574,8.275132,6.698893,35.357143,1.309524,2.889008,6.75,0.433013,12.839286,2.36922,1.89966,0.304972,9.071429,1.335351,1.352466,0.230018,16.875,7.185298,2.571429,1.26335,55.857143,12.283637,8.283163,1.713046,8.839286,3.401071,1.307398,0.474303,4.5,0.763763,8.559524,1.699548,1.932341,0.43116,6.047619,2.689949,1.378571,0.702643,11.25,15.56191,2.743254,3.91109,37.238096,17.006335,8.682937,4.620583,5.892857,6.720584,1.434722,1.699349,151,146,0.9669,8092,53.5894,29.035094,50.3333,16.819301,49.3333,16.679995,0.97756667,0.016097,2697.3333,869.231206,25.1667,7.536946,24.3333,0,0,0,A
6,0.1667,0,0,23,66.321429,2.88354,3.040021,42.142858,1.832298,3.198978,31,1.347826,1.276515,130.000002,5.652174,8.784546,40.000001,1.73913,2.823912,5.75,0.829156,16.580357,7.161956,2.848214,1.109552,10.535714,7.538422,1.766667,1.206516,7.75,3.504189,1.297619,0.467025,32.500001,23.790434,5.658333,3.883272,10,7.988991,1.689286,1.299269,3.8333,0.372678,11.053572,1.94763,2.876488,0.369375,7.02381,2.802655,1.869048,0.786233,5.166667,2.792625,1.404762,0.848334,21.666667,13.034665,5.529762,3.149305,6.666667,2.972283,1.779762,0.83641,126,124,0.9841,8190,65,45.857959,42,27.288581,41.6667,26.948511,0.99523333,0.006741,2730,1900.879796,25.2,22.955609,24.8,0,0,0,A
6,0.8333,1,0,24,45.857143,1.910714,1.118034,24.785715,1.032738,1.050587,24.214286,1.008929,1.143938,78.285715,3.261905,5.21,15.785715,0.657738,1.02888,6,0.707107,11.464286,3.168926,1.910714,0.500602,6.196429,1.706362,1.026786,0.256488,6.053571,2.897208,0.973214,0.42495,19.571429,8.206985,3.315476,1.385371,3.946429,2.147243,0.675595,0.356882,4,0,7.642857,2.200031,1.910714,0.550008,4.130952,2.782482,1.032738,0.69562,4.035714,2.904884,1.008929,0.726221,13.047619,10.462329,3.261905,2.615582,2.630952,1.886407,0.657738,0.471602,73,73,1,7126,97.6164,93.467836,24.3333,15.542058,24.3333,15.542058,1,0,2375.3333,1463.972981,12.1667,11.305112,12.1667,0,0,0,A
6,0,0,0,24,37.142858,1.547619,1.195151,20.642857,0.860119,1.048105,21.071429,0.877976,0.783677,45.392858,1.891369,2.918582,17,0.708333,0.728964,6,0,9.285714,2.827863,1.547619,0.471311,5.160714,1.984394,0.860119,0.330732,5.267857,2.256157,0.877976,0.376026,11.348214,3.436967,1.891369,0.572828,4.25,2.046961,0.708333,0.34116,4,0,6.190476,2.957657,1.547619,0.739414,3.440476,2.812876,0.860119,0.703219,3.511905,1.906138,0.877976,0.476534,7.565476,8.756349,1.891369,2.189087,2.833333,1.525669,0.708333,0.381417,41,39,0.9512,1657,40.4146,26.648549,13.6667,6.236096,13,5.354126,0.9697,0.042851,552.3333,269.332921,8.2,8.975522,7.8,0,0,0,F
3,0.3333,0,1,9,41.857143,4.650794,3.741657,19,2.111111,0.666667,31.571429,3.507937,2.424158,37.857143,4.206349,2.357023,17.857143,1.984127,1.196703,3,0,13.952381,5.93655,4.650794,1.97885,6.333333,0.942809,2.111111,0.31427,10.52381,1.845507,3.507937,0.615169,12.619048,6.914771,4.206349,2.304924,5.952381,2.508037,1.984127,0.836012,3,0.816497,13.952381,4.916076,5.234127,2.943476,6.333333,2.028147,2.103175,0.20968,10.52381,3.099996,3.873016,1.861547,12.619048,5.985621,3.988095,0.854327,5.952381,1.667347,2.126984,0.818885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,F
3,0,0,1,8,13,1.625,0.484123,11,1.375,0.484123,14,1.75,0.968246,39,4.875,3.333073,2,0.25,0.433013,4,0,6.5,0.5,1.625,0.125,5.5,0.5,1.375,0.125,7,1,1.75,0.25,19.5,2.5,4.875,0.625,1,1,0.25,0.25,4,1,6.5,0.5,1.7,0.3,5.5,1.5,1.366667,0.033333,7,2,1.733333,0.066667,19.5,5.5,5.566667,2.766667,1,0,0.266667,0.066667,1,1,1,35,35,0,1,0,1,0,1,0,35,0,1,0,1,1,0,1,F
7,0.1429,0,0,11,13.285715,1.207792,0.749656,8,0.727273,0.792527,19,1.727273,1.720081,167.285716,15.207792,22.451049,10.142857,0.922078,0.881396,3.6667,1.885618,4.428572,2.77746,1.038095,0.346279,2.666667,1.499811,0.685714,0.093314,6.333333,4.327311,1.419048,0.666531,55.761905,56.266655,11.304762,11.10495,3.380952,1.994323,0.828571,0.185164,1.8333,0.687184,2.214286,0.840109,1.226191,0.392135,1.333333,1.064794,0.690476,0.511212,3.166667,2.838531,1.662698,1.15408,27.880953,51.50262,10.448413,16.673595,1.690476,1.018257,0.900794,0.548553,7,7,1,443,63.2857,27.592516,7,0,7,0,1,0,443,0,1.75,1.299038,1.75,1,0,1,A
6,0,0,0,1,1.714286,1.714286,0,1.714286,1.714286,0,0,0,0,3.428572,3.428572,0,0.571429,0.571429,0,1,0,1.714286,0,1.714286,0,1.714286,0,1.714286,0,0,0,0,0,3.428572,0,3.428572,0,0.571429,0,0.571429,0,1,0,1.714286,0,1.714286,0,1.714286,0,1.714286,0,0,0,0,0,3.428572,0,3.428572,0,0.571429,0,0.571429,0,8,7,0.875,237,29.625,11.235407,8,0,7,0,0.875,0,237,0,2.6667,1.699673,2.3333,1,0,1,F
7,0,0,0,38,105.5,2.776316,1.665033,108.5,2.855263,1.7126,54.5,1.434211,2.065287,149,3.921053,2.868904,47,1.236842,1.897841,19,4,52.75,1.25,2.919565,0.680435,54.25,0.75,2.996377,0.67029,27.25,5.25,1.439855,0.026812,74.5,15.5,3.923188,0.010145,23.5,6.5,1.369565,0.630435,5.4286,1.678191,15.071429,3.931817,2.986395,1.069337,15.5,4.698024,3.085034,1.231527,7.785714,10.703328,1.371429,1.756323,21.285714,12.668457,3.904762,1.690692,6.714286,8.729495,1.187075,1.414925,56,38,0.6786,1159,20.6964,15.087743,56,0,38,0,0.6786,0,1159,0,18.6667,12.970051,13,0,0,0,F
7,0.2857,0,0,33,98,2.969697,1.753522,52,1.575758,0.749962,80.5,2.439394,2.627816,143.5,4.348485,6.959281,31.5,0.954545,0.721569,16.5,6.5,49,20,2.95,0.05,26,9,1.61087,0.08913,40.25,20.25,2.315217,0.315217,71.75,14.75,4.730435,0.969565,15.75,4.75,0.995652,0.104348,4.7143,1.829464,14,7.483315,2.805442,1.123303,7.428571,3.849198,1.486395,0.52711,11.5,12.267844,2.094558,2.182781,20.5,19.039433,6.312925,9.193886,4.5,3.55568,0.87415,0.57717,7,7,1,188,26.8571,15.056357,7,0,7,0,1,0,188,0,3.5,1.5,3.5,0,0,0,A
6,0,0,0,35,156,4.457143,3.101547,142,4.057143,2.70389,126.5,3.614286,3.503235,162.5,4.642857,2.837432,31.5,0.9,1.319091,17.5,8.5,78,38,4.452991,0.008547,71,36,4.002137,0.113248,63.25,27.75,3.722222,0.222222,81.25,44.25,4.469017,0.357906,15.75,10.25,0.805556,0.194444,5.8333,1.462494,26,16.319722,4.269841,2.369603,23.666667,13.11064,3.911111,1.759601,21.083333,18.610966,3.265079,2.558103,27.083333,11.777155,4.77619,1.894396,5.25,7.733854,0.834127,1.096033,24,24,1,1112,46.3333,24.910953,24,0,24,0,1,0,1112,0,4.8,3.544009,4.8,0,0,0,A
6,0,0,0,37,151.5,4.094595,2.670757,68,1.837838,1.635973,39,1.054054,0.733225,196,5.297297,4.11894,40,1.081081,0.775586,18.5,3.5,75.75,13.75,4.100758,0.032576,34,13,1.768182,0.368182,19.5,5.5,1.034848,0.101515,98,8,5.409091,0.590909,20,2.5,1.094697,0.07197,6.1667,0.897527,25.25,5.956439,4.127778,0.893592,11.333333,5.120764,1.82619,0.800443,6.5,1.892969,1.069048,0.322872,32.666667,10.918893,5.444444,1.853033,6.666667,2.748737,1.054762,0.360311,47,46,0.9787,3233,68.7872,51.454147,47,0,46,0,0.9787,0,3233,0,11.75,5.53963,11.5,0,0,0,A
6,0.1667,0,0,36,126,3.5,1.936492,61.5,1.708333,1.741547,106,2.944444,7.48682,363,10.083333,8.810899,58,1.611111,2.085369,18,6,63,22,3.479167,0.0625,30.75,16.75,1.572917,0.40625,53,34,2.604167,1.020833,181.5,72.5,9.833333,0.75,29,16,1.479167,0.395833,6,1.154701,21,8.041559,3.424603,1.173242,10.25,4.180809,1.640873,0.433853,17.666667,19.014614,3.092857,3.810777,60.5,38.413322,10.140873,6.305526,9.666667,10.450944,1.538095,1.470496,35,34,0.9714,4050,115.7143,93.539777,35,0,34,0,0.9714,0,4050,0,11.6667,4.189935,11.3333,0,0,0,F
6,0.1667,0,0,31,74.95,2.417742,1.007116,29.7,0.958065,0.712458,34.5,1.112903,0.904377,116.1,3.745161,3.736467,40,1.290323,1.330621,15.5,6.5,37.475,17.225,2.368182,0.118182,14.85,9.85,0.839141,0.283586,17.25,9.75,1.030303,0.19697,58.05,16.05,4.017424,0.649242,20,9,1.270202,0.04798,5.1667,1.57233,12.491667,5.214596,2.376389,0.832693,4.95,2.347871,0.909127,0.229982,5.75,2.968586,1.117063,0.380482,19.35,20.5778,3.354365,3.084236,6.666667,4.792935,1.366071,0.89267,15,15,1,1049,69.9333,37.699632,15,0,15,0,1,0,1049,0,5,2.828427,5,0,0,0,A
3,0,0,1,14,30.65,2.189286,2.50244,21.5,1.535714,1.043077,28,2,2,75,5.357143,9.081828,4.5,0.321429,0.447499,7,0,15.325,9.675,2.189286,1.382143,10.75,3.75,1.535714,0.535714,14,2,2,0.285714,37.5,30,5.357143,4.285714,2.25,0.75,0.321429,0.107143,4.6667,0.471405,10.216667,0.872098,2.220833,0.352422,7.166667,3.472111,1.5,0.637704,9.333333,8.498366,1.883333,1.683416,25,21.463147,5.233333,4.184362,1.5,1.080123,0.308333,0.2085,1,1,1,52,52,0,1,0,1,0,1,0,52,0,1,0,1,0,0,0,F
3,0,0,1,16,78,4.875,3.550968,39,2.4375,1.184206,64,4,3.905125,75,4.6875,2.887879,36,2.25,2.277608,8,2,39,23,4.433333,1.766667,19.5,7,2.366667,0.283333,32,15,3.766667,0.933333,37.5,15.5,4.483333,0.816667,18,9,2.1,0.6,5.3333,0.471405,26,6.683313,4.811111,0.830142,13,5.887841,2.388889,0.984447,21.333333,13.888444,3.955556,2.660734,25,7.118052,4.788889,1.619404,12,7.788881,2.166667,1.302135,3,1,0.3333,75,25,0,3,0,1,0,0.3333,0,75,0,3,0,1,0,0,0,F
3,0,0,1,16,65.5,4.09375,2.279109,19,1.1875,1.01358,24.5,1.53125,0.833268,48,3,2.371708,17,1.0625,1.248437,8,2,32.75,11.75,3.975,0.475,9.5,4.5,1.116667,0.283333,12.25,1.5,1.583333,0.208333,24,16,2.666667,1.333333,8.5,4.5,0.983333,0.316667,5.3333,1.247219,21.833333,14.085059,3.990476,2.185491,6.333333,3.399346,1.354762,0.987685,8.166667,5.169354,1.464286,0.700461,16,6.164414,3.259524,1.793225,5.666667,4.496913,1.27619,1.218973,27,11,0.4074,254,9.4074,12.242183,27,0,11,0,0.4074,0,254,0,9,5.887841,4,0,0,0,F
7,0.1429,0,0,14,28.142858,2.010204,8.005419,11.571429,0.826531,1.33869,13.857143,0.989796,1.748542,25.000001,1.785714,2.972665,9.428572,0.673469,0.860114,4.6667,2.494438,9.380953,0.859784,2.738095,1.401327,3.857143,1.516351,1.178571,0.937231,4.619048,3.024466,1.035714,0.411361,8.333334,4.874386,2.047619,1.116258,3.142857,2.249717,0.690476,0.299281,2,1.069045,4.020408,4.748134,1.564626,1.355902,1.653061,2.10768,0.687075,0.673727,1.979592,2.516915,0.887755,0.70799,3.571429,5.669724,1.20068,1.330163,1.346939,1.052159,0.62415,0.350497,57,49,0.8596,1709,29.9825,15.681581,57,0,49,0,0.8596,0,1709,0,19,15.577762,16.3333,0,0,0,F
7,0.1429,0,0,14,55.857144,3.989796,4.672979,21.714286,1.55102,1.498298,9.857143,0.704082,1.059457,75.285715,5.377551,8.269689,47.142858,3.367347,7.259055,4.6667,2.054805,18.619048,16.259935,3.780952,3.126915,7.238095,3.742263,1.602721,0.59281,3.285714,2.341579,0.594558,0.249978,25.095238,24.402055,5.014966,4.805615,15.714286,14.737614,3.10068,2.911667,2,0.755929,7.979592,7.063407,3.585034,3.197496,3.102041,1.814606,1.527211,0.763649,1.408163,0.787766,0.812925,0.705666,10.755102,12.54141,4.755102,5.439149,6.734694,10.536187,3.333333,5.275439,27,27,1,1562,57.8519,28.470522,27,0,27,0,1,0,1562,0,6.75,2.861381,6.75,0,0,0,A
6,0.1667,0,0,13,19.285715,1.483517,1.704502,18.285715,1.406593,1.688808,9.857143,0.758242,1.521055,28.857143,2.21978,2.434953,9.142857,0.703297,1.542303,4.3333,1.247219,6.428572,4.670067,1.31746,0.601187,6.095238,4.201285,1.261905,0.522726,3.285714,2.626397,0.666667,0.356878,9.619048,8.832018,1.849206,1.304439,3.047619,2.090905,0.634921,0.258881,2.1667,0.687184,3.214286,1.91796,1.555556,0.962414,3.047619,1.59861,1.472222,0.798053,1.642857,1.622021,0.75,0.818433,4.809524,4.325739,2.329365,2.165071,1.52381,1.354425,0.706349,0.669025,21,21,1,1198,57.0476,35.493093,21,0,21,0,1,0,1198,0,4.2,2.785678,4.2,0,0,0,A
7,0.1429,0,0,13,12.571429,0.967033,1.332347,15,1.153846,1.249852,13.714286,1.054945,1.76085,33.285715,2.56044,4.515588,6.571429,0.505495,0.696568,4.3333,0.942809,4.190476,2.569664,0.888889,0.455376,5,2.728035,1.050794,0.473793,4.571429,3.059501,0.965079,0.556706,11.095238,8.226664,2.257143,1.598128,2.190476,1.406174,0.463492,0.252855,1.8571,0.638877,1.795918,0.909481,0.969388,0.545131,2.142857,1.436712,1.142857,0.762648,1.959184,1.474199,1.095238,0.950934,4.755102,6.042953,2.904762,3.736719,0.938776,0.977464,0.472789,0.470791,11,10,0.9091,601,54.6364,16.422118,11,0,10,0,0.9091,0,601,0,3.6667,2.494438,3.3333,0,0,0,A
6,0.1667,0,0,11,79.142858,7.194805,7.158189,54.857144,4.987013,3.082877,19.857143,1.805195,2.699862,67.000001,6.090909,5.958534,49.571429,4.506494,7.403372,3.6667,0.471405,26.380953,19.535188,6.960318,4.658493,18.285715,11.330532,4.936508,2.711383,6.619048,4.536074,1.765873,1.079438,22.333334,14.68042,5.964286,3.48112,16.52381,17.321424,4.226191,4.259876,1.8333,0.687184,13.190476,9.6812,6.904762,4.473403,9.142857,4.329931,4.880952,1.587401,3.309524,3.570873,1.861111,1.76803,11.166667,8.15597,5.519841,3.427039,8.261905,10.243437,4.162698,5.099213,68,58,0.8529,2607,38.3382,30.062978,68,0,58,0,0.8529,0,2607,0,17,8.860023,14.5,0,0,0,A
3,0.3333,1,1,6,12.714286,2.119048,1.86339,12.714286,2.119048,1.86339,8.571429,1.428571,0.816497,27.142858,4.52381,6.914156,9.142857,1.52381,1.067187,3,0,6.357143,0.642857,2.119048,0.214286,6.357143,0.642857,2.119048,0.214286,4.285714,0.285714,1.428571,0.095238,13.571429,0.428571,4.52381,0.142857,4.571429,0.571429,1.52381,0.190476,2,0.816497,4.238095,2.56171,2.357143,1.254922,4.238095,2.56171,2.357143,1.254922,2.857143,0.996593,1.484127,0.163037,9.047619,8.865843,4.460318,4.424957,3.047619,1.051939,1.634921,0.450637,2,2,1,219,109.5,42.5,2,0,2,0,1,0,219,0,2,0,2,0,0,0,A
4,0,0,1,3,2.142857,0.714286,0.816497,0.571429,0.190476,0.471405,3,1,1.080123,2.857143,0.952381,0.62361,1.057143,0.352381,0.449691,1.5,0.5,1.071429,0.071429,0.785714,0.214286,0.285714,0.285714,0.142857,0.142857,1.5,0.5,1,0,1.428571,0.571429,1.214286,0.785714,0.528571,0.471429,0.514286,0.485714,1,0,0.714286,0.508432,0.714286,0.508432,0.190476,0.269374,0.190476,0.269374,1,0.583212,1,0.583212,0.952381,0.749906,0.952381,0.749906,0.352381,0.45853,0.352381,0.45853,3,3,1,226,75.3333,42.944409,3,0,3,0,1,0,226,0,3,0,3,0,0,0,F
4,0.25,0,1,4,0.857143,0.214286,0.649519,0.571429,0.142857,0.433013,4.071429,1.017857,1.06066,13,3.25,3.391165,0,0,0,2,0,0.428571,0.428571,0.214286,0.214286,0.285714,0.285714,0.142857,0.142857,2.035714,0.535714,1.017857,0.267857,6.5,2.5,3.25,1.25,0,0,0,0,1.3333,0.471405,0.285714,0.404061,0.142857,0.202031,0.190476,0.269374,0.190476,0.269374,1.357143,0.994885,0.964286,0.716069,4.333333,4.270343,2.642857,2.075939,0,0,0,0,3,3,1,132,44,46.303348,3,0,3,0,1,0,132,0,1.5,0.5,1.5,0,0,0,F
